,Title,Company Name,Location,Date Of Puplication,skills,Salary,Requirements
189,Senior Backend Software Engineer,"SiWare System  Cairo, Egypt
25 days ago","Cairo, Egypt",25 days ago,"Full Time
Not specified · IT/Software Development · Quality · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· Software Engineering
· Software Development
· Engineering
· Computer Engineering
· Software Testing",Confidential,Null
190,Web developer - Ecommerce,"Caliberly  Riyadh, Saudi Arabia
26 days ago","Riyadh, Saudi Arabia",26 days ago,"Full Time
Not specified · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· Web Development
· Software Development
· javaScript
· Software Engineering
· CSS",Confidential,Null
191,Chief Analyst - Talent Development Center,"Roads and Transport Authority  Dubai, United Arab Emirates
26 days ago","Dubai, United Arab Emirates",26 days ago,"Full Time
Not specified · Accounting/Finance · Operations/Management · Analyst/Research
· finance
· accounting
· financial management
· financial analysis
· management
· business
· business administration",Confidential,Null
192,System Administrator,"IMUT International Marathon United Technology  Obour City, Cairo, Egypt
29 days ago","Obour City, Cairo, Egypt",29 days ago,"Full Time
Experienced · 3 - 5 Yrs of Exp · IT/Software Development
· Information Technology (IT)
· Computer Science
· Communication
· System Administration
· Networks
· System administrator
· Engineering",Confidential,"Proven experience as a System Administrator, Network Administrator or similar role
Experience with databases, networks (LAN, WAN) and patch management
Knowledge of system security (e.g. intrusion detection systems) and data backup/recovery
Ability to create scripts in Python, Perl or other language
Familiarity with various operating systems and platforms
Resourcefulness and problem-solving aptitude
Excellent communication skills
BSc/Ba in Information Technology, Computer Science or a related discipline; professional certification (e.g. Microsoft Certified Systems Administrator (MCSA)) is a plus"
193,Arabic speaking Senior Backend Integration Developer,"apt resources  Riyadh, Saudi Arabia
27 days ago","Riyadh, Saudi Arabia",27 days ago,"Full Time
Not specified · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology
· information technology (it)
· computer science
· software development
· software engineering
· engineering
· php
· mysql",Confidential,Null
194,"Manager, Business Intelligence & Advanced Analytics","Ma’aden  Riyadh, Saudi Arabia
27 days ago","Riyadh, Saudi Arabia",27 days ago,"Full Time
Not specified · Business Development · Marketing/PR/Advertising · Sales/Retail
· Business Development
· Sales
· Sales Skills
· Marketing
· Sales Target
· Information Technology (IT)
· Computer Science",Confidential,Null
195,Data Integration Consultant,"eT3  Tomorrow Information Technology  Cairo, Egypt
30 days ago","Cairo, Egypt",30 days ago,"Full Time
Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· ETL
· enterprise database
· SQL
· Shell Scripting
· DWH
· Data Engineering
· Unix/Linux
· JIRA",Confidential,"Requirements
Knowledge of any enterprise relational database (Teradata, Oracle, IBM)
Knowledge of one of industrial ETL tool (Informatica, DataStage,  ODI, SAS DI or others)
Strong SQL and Shell scripting
3+ years of experience with DWH and 5+ Data Engineering experience
Experience in implementing ETL solutions for large, enterprise-grade customers
Experience in implementing ETL solutions in Hadoop environment is an advantage
Knowledge of MPP system – Teradata, is an advantage
Knowledge of any programming language (Java, Python, Scala and others) is an advantage
Any ETL tools, DB certified is an advantage
Experience Unix/Linus OS
Experience in Enterprise Data Warehouse SQL Optimization  
Experience using Jira, Git, Jenkins is an advantage
Knowledge of Metadata driven approach is an advantage
Experience in Physical Model Optimization
Advanced Communication skills: being able to communicate with heads of business departments."
196,Full Stack Developer,"Dakkaken  Cairo, Egypt
1 month ago","Cairo, Egypt",1 month ago,"Full Time
Experienced · 3 - 7 Yrs of Exp · IT/Software Development
· Angular
· Full Stack
· Java
· JavaScript
· jQuery
· CSS
· HTML
· MySQL
· React",15000 To 25000 EGP Per Month,"Proven experience as a Full Stack Developer or similar role
Experience developing desktop and mobile applications
Familiarity with common stacks
Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery)
Knowledge of multiple back-end languages (e.g. C#, Java, Python) and JavaScript frameworks (e.g. Angular, React, Node.js)
Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache) and UI/UX design
Excellent communication and teamwork skills
Great attention to detail
Organizational skills
An analytical mind
Degree in Computer Science, Statistics or relevant field"
197,SW Automation Quality Control Test Lead,"Ejada  Cairo, Egypt
1 month ago","Cairo, Egypt",1 month ago,"Full Time
Experienced · 10+ Yrs of Exp · IT/Software Development
· API
· Automation
· Postman
· JavaScript
· Quality Control
· Testing
· test automation
· Information Technology (IT)
· Software Testing",Confidential,"Skills and Qualifications:
10 - 15 years of experience with a passion for leading teams and an eye toward operational excellence in a mission-critical environment
+3 Banking Experience is preferred.
Proficiency in one or more general-purpose programming languages (e.g. Java, JavaScript, Python).
Must have hands-on experience in test automation tools/frameworks - Cucumber, Selenium
Working knowledge of API and Services testing (Rest-Assured, SOAP UI, Postman, or similar tools)
Working knowledge of Mobile (Appium, or similar tools)
PMP certificate is a plus.
Excellent communication and critical thinking skills.
Good organizational skills and a detail-oriented mindset.
Strong technical analysis skill set required for troubleshooting issues in highly complex architectural environments."
198,Logistics Performance Analyst - Egypt,"Sary Technologies  Cairo, Egypt
29 days ago","Cairo, Egypt",29 days ago,"Full Time
Not specified · Accounting/Finance · Logistics/Supply Chain · Analyst/Research
· Finance
· Accounting
· Financial Analysis
· Logistics
· Supply Chain
· Analysis
· Commerce",Confidential,Null
199,Senior Odoo Developer,"CyShield For Technology  Cairo, Egypt
29 days ago","Cairo, Egypt",29 days ago,"Full Time
Not specified · Business Development · IT/Software Development · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· Software Development
· javaScript
· Software Engineering
· HTML
· CSS",Confidential,Null
200,Backend Developer,"Talents Arena  6th of October, Giza, Egypt
30 days ago","6th of October, Giza, Egypt",30 days ago,"Internship
Entry Level · IT/Software Development
· Node.js
· Development",Paid,"0 to 1 years of web development experience
Good understanding of software engineering concepts
Decent problem solving, algorithms, and research skills
Knowledge of common web technologies
Knowledge of Node.js, Javascript, HTML and CSS
Familiarity with AWS services is a plus"
201,Full Stack Developer - remote (Internship),"Sequel Solutions  Downtown, Cairo, Egypt
1 month ago","Downtown, Cairo, Egypt",1 month ago,"Internship
Entry Level · 0 - 1 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· PHP
· JSON
· React
· NodeJS
· XML
· jQuery
· Django
· Software Development",1500 To 1500 EGP Per Month,"Proven experience as a Full Stack Developer or similar role
Experience developing desktop and mobile applications
Familiarity with common stacks
Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery)
Knowledge of multiple back-end languages (e.g. C#, Java, Python) and JavaScript frameworks (e.g.  React, Node.js)
Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache), and UI/UX design
Excellent communication and teamwork skills
Great attention to detail
Organizational skills
An analytical mind
Degree in Computer Science, Statistics or a relevant field"
202,Technical Lead,"Aman  6th of October, Giza, Egypt
1 month ago","6th of October, Giza, Egypt",1 month ago,"Full Time
Experienced · 8 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Java
· Agile
· Angular
· JavaScript
· React
· Software Development
· Computer Science
· Engineering",Confidential,"Requirements
Bachelor’s degree in computer science, engineering, or any related discipline
9+ years proven experience in Software Development with successful showcase projects. 
Must have excellent experience (6+ years) developing mobile & web applications in client-side frameworks such as React, Angular, Vue JS 
Must have experience developing performance-critical applications that run in a production environment using backend languages/frameworks such as Python , or NodeJS and (value added: Java, Scala)
Working experience with agile, analytics, A/B testing, GIT Flow is important.
Excellent HTML/CSS & JavaScript skills are preferred.
Expert level in modern mobile and server coding and design practices. For example, Clean Code, VIPER, MVVM, MVP, SOLID principles, and TDD
Solid knowledge of server technologies, databases, distributed systems, load balancing; Docker and Kubernetes experience preferred."
203,Full Stack Web Developer,"Core Technology Solutions  Maadi, Cairo, Egypt
1 month ago","Maadi, Cairo, Egypt",1 month ago,"Full Time
Entry Level · 1 - 3 Yrs of Exp · IT/Software Development
· CSS
· Computer Science
· Angular
· Full Stack
· HTML
· Information Technology (IT)
· MySQL
· PHP
· Software Development",Confidential,"Job Requirements
1-3 years experience as a Full Stack Developer or similar role
Experience developing desktop and mobile applications
Familiarity with common stacks
Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery)
Knowledge of multiple back-end languages (e.g. C#, Java, PHP, Python) and JavaScript frameworks (e.g. Angular, React, Node.js)
Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache), and UI/UX design
Excellent communication and teamwork skills
Great attention to detail
Organizational skills
An analytical mind
Degree in Computer Science, or relevant field.
# Work Location: Maadi, Cairo.
# Medical and Social Insurance."
204,Senior Backend Developer- Node.JS,"Digis Squared (Digis2) ◦ Enabling smarter networks  Maadi, Cairo, Egypt
1 month ago","Maadi, Cairo, Egypt",1 month ago,"Full Time
Experienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· PHP
· Angular
· Computer Engineering
· Agile
· Engineering
· Information Technology (IT)
· Software Engineering
· Web Development",Confidential,"B.Sc. degree in Computer Science, Computer Engineering or related technical discipline.  
5+ years of experience as a Backend developer  
In-depth understanding of web development.  
Experience with Python, Node.js, and Express frameworks.  
Hands-on experience with programming languages like PHP(e.g., Laravel).  
Experience with Postgre and MySQL database systems.  
Experience with SQL.  Experience with Docker/ k8s.  
Experience with Version control, such as Git, CVS or SVN.  
Experience with REST web services.  
Experience integrating 3rd party services and APIs.  
Familiarity with Frontend languages (e.g., Angular).  
Experience with Domain-Driven Design(e.g. Telecom Engineering) is a plus.  
Excellent analytical and time management skills.  
Experience with GraphQL is a plus.  Experience with AWS is a plus.  
Good understanding of agile development practices.  
Excellent communication.  
Teamwork skills with a problem-solving attitude."
205,Full Stack Developer,"Pinehart  Cairo, Egypt
1 month ago","Cairo, Egypt",1 month ago,"Work From Home
Experienced · 2+ Yrs of Exp · Business Development · IT/Software Development
· Full Stack
· JavaScript
· HTML
· Information Technology (IT)
· Computer Science",14000 To 20000 EGP Per Month,"Curiosity about Artificial Intelligence
Open-minded to new technologies
High Imagination about new projects
Proven experience as a Full Stack Developer or similar role
Experience developing desktop and mobile applications
Familiarity with common stacks
Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery)
Knowledge of multiple back-end languages (e.g. C#, Java, Python) and JavaScript frameworks (e.g. Angular, React, Node.js)
Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache) and UI/UX design
Excellent communication and teamwork skills
Great attention to detail
Organizational skills
An analytical mind
Degree in Computer Science, Statistics or relevant field"
206,Senior Data Engineer,"BBIConsultancy  Nasr City, Cairo, Egypt
1 month ago","Nasr City, Cairo, Egypt",1 month ago,"Full Time
Experienced · 3 - 7 Yrs of Exp · IT/Software Development
· Computer Science
· Engineering
· Information Technology (IT)
· computer
· Database",Confidential,"3-7 of experience as a data engineer or in a similar role
Technical expertise with data models, data mining, and segmentation techniques
Knowledge of programming languages  (e.g. Java and Python)
Hands-on experience with SQL database design
Great numerical and analytical skills
Degree in Computer Science, IT, or similar field; a Master’s is a plus
Data engineering certification (e.g IBM Certified Data Engineer) is a plus"
207,Web Application Developer,"PQS  10th of Ramadan City, Sharqia, Egypt
1 month ago","10th of Ramadan City, Sharqia, Egypt",1 month ago,"Full Time
Experienced · 5 - 15 Yrs of Exp · IT/Software Development
· Software Development
· Web Development
· Back End
· Computer Science
· Information Technology (IT)
· web developer
· developer
· Web",13000 To 20000 EGP Per Month,"Bachelor's degree in computer science
front and back end web developer 
worked as a web developer with big and complex  projects"
208,Artificial Intelligence Engineer,"ArabWork  Cairo, Egypt
1 month ago","Cairo, Egypt",1 month ago,"Full Time
Experienced · 10+ Yrs of Exp · IT/Software Development
· Computer Science
· Business Intelligence
· Information Technology (IT)
· Java
· Software Development
· Software",Confidential,"Bachelor’s degree or several years of experience in computer science, data science, software development, or another related field; a master’s degree is recommended -
Solid understanding of common programming languages used in AI, such as Python, Java, C++ "
209,Web Developer,"Heliopolis University  Obour City, Cairo, Egypt
1 month ago","Obour City, Cairo, Egypt",1 month ago,"Full Time
Experienced · 3 - 5 Yrs of Exp · IT/Software Development
· CSS
· HTML
· JavaScript
· PHP
· Information Technology (IT)
· Computer Science
· Web Design
· Web Development",Confidential,"Bachelor's degree in computer science, Web Development, or a related field (or equivalent work experience).
Proven experience as a Website Developer, with at least 3 years of hands-on web development experience.
Proficiency in front-end web technologies such as HTML, CSS, JavaScript, and frameworks like React or Angular.
Strong back-end development skills using programming languages like PHP, Python, or Ruby on Rails.
Experience with content management systems (CMS) like WordPress, Drupal, or Joomla.
Familiarity with version control systems (e.g., Git) and web development workflows.
Solid understanding of responsive web design principles and mobile-first development.
Knowledge of SEO best practices and website optimization techniques.
Ability to work collaboratively in a team environment and communicate effectively with both technical and non-technical stakeholders.
Strong problem-solving skills and attention to detail.
Ability to prioritize tasks, manage time effectively, and meet project deadlines."
210,Senior Backend Developer,"Robiquity  New Cairo, Cairo, Egypt
2 months ago","New Cairo, Cairo, Egypt",2 months ago,"Full Time
Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Automation
· RPA
· uipath
· Computer Engineering
· Computer Science
· SQL
· Blueprism
· Automation Anywhere",Confidential,"Strong expertise in Python programming, including knowledge of advanced concepts, best practices, and design patterns.
3 to 5 years of experience, demonstrate expertise in Python Flask, Rest APIs.
Strong expertise in .NET Framework , programming, including knowledge of advanced concepts, best practices, design patterns and Windows services development.
Proven experience as a backend developer or similar role in a commercial/business environment.
Solid experience working within an Agile development environment.
Competency in using Azure DevOps or similar project management tools.
Strong understanding of back-end web development best practices.
Excellent problem-solving skills and attention to detail.
Experience with writing unit tests, debugging, and performance optimization to ensure robust and scalable code.
Knowledge of common web security practices, such as input validation, SQL injection prevention, and handling sensitive data securely.
Proficiency in working with relational databases (e.g., PostgreSQL, MySQL, SQLite) or NoSQL databases (e.g., MongoDB) for data storage and retrieval.
Good communication skills.
Fluent in English."
211,Data Modeler,"Sceel.io  Maadi, Cairo, Egypt
1 month ago","Maadi, Cairo, Egypt",1 month ago,"Full Time
Experienced · 5 - 9 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology
· Data Modeling
· Data Integration
· Database Design
· ETL
· Information Technology (IT)
· SQL
· Modeling",30000 To 50000 EGP Per Month,"o Bachelor’s degree in computer science, information technology, engineering, or equivalent (KSU is a plus)
o Degree in Computer Science, IT, or similar field; a Master’s is a plus.
o Experience in Data Vault Modeling is a must.
o Data Modeling certification is a plus.
o 1+ years of hands-on relational, dimensional, and/or analytic experience (using RDBMS, dimensional, NoSQL data platform technologies, and ETL and data ingestion protocols).
o Experience with data warehouse, data lake, and enterprise big data platforms in multi-data-center contexts required.
o Good knowledge of metadata management, data modeling, and related tools (Erwin Data Modeler) required.
o Experience in team management, communication, and presentation o experience with SQL, ODI, and ETL/ELT.
o Experience building or maintaining ETL processes
o Communication skills, especially explaining technical concepts to non-technical business leaders.
o Technical Knowledge/Skills
o Strong ability to design, build and manage data pipelines for data structures encompassing data transformation, data models, schemas, metadata, and workload management. The ability to work with both IT and business in integrating analytics and data science output into business processes and workflows.
o Strong experience with popular database programming languages including [SQL, PL/SQL, others] for relational databases and certifications on upcoming [NoSQL/Hadoop oriented databases like MongoDB, Cassandra, others] for nonrelational databases.
o Strong experience working with large, heterogeneous datasets in building and optimizing data pipelines, pipeline architectures, and integrated datasets using traditional data integration technologies. These should include [ETL/ELT, data replication/CDC, message-oriented data movement, API design, and access] and upcoming data ingestion and integration technologies such as [stream data integration, CEP, and data virtualization].
o Strong experience working with and optimizing existing ETL processes and data integration and data preparation flow and helping to move them in production.
o Basic experience working with popular data discovery, analytics, and BI software tools like Tableau for semantic-layer-based data discovery.
o Demonstrated success in working with large, heterogeneous datasets to extract business value using popular data preparation tools.
o Adept in agile methodologies and capable of applying DevOps and increasingly DataOps principles to data pipelines to improve the communication, integration, reuse, and automation of data flows between data managers and consumers across an organization.
o Previous experience as a data engineer or in a similar role
o Technical expertise with data models, data mining, and segmentation techniques
o Knowledge of programming languages (e.g. Java and Python)
o Hands-on experience with SQL database design o Great numerical and analytical skills
o ETL and Data Lakehouse
o Knowledge of Informatica
o Knowledge of Cloudera
o Operating system knowledge for Unix, Linux, Windows, and Solaris
o Hadoop
o Apache Spark
o Data mining and modeling
o Degree in Computer Science, IT, or similar field; a Master’s is a plus.
o Data engineering certification is a plus."
212,Data Quality Specialist,"Sceel.io  Maadi, Cairo, Egypt
1 month ago","Maadi, Cairo, Egypt",1 month ago,"Full Time
Experienced · 5 - 9 Yrs of Exp · IT/Software Development
· Computer Science
· Analysis
· Microsoft Office
· SQL
· Data Analysis
· Engineering
· Science
· Communication
· quality",Confidential,"o Bachelor’s degree in computer science, information technology, engineering, or equivalent (KSU is a plus)
o Degree in Computer Science, IT, or similar field; a Master’s is a plus.
o Data Quality certification is a plus.
o Experience with SQL, ODI.
o Experience with Alteryx is a plus.
o Experience in data analysis.
o Proficiency in programming languages, including Structured Query Language (SQL) and JavaScript.
o In-depth knowledge of statistical methods and tests.
o Extensive experience with statistical packages, such as MS Excel.
o Exceptional analytical skills.
o Advanced problem-solving skills.
o Knowledge of best practices in data analysis.
o Excellent interpersonal and communication skills.
o 1+ years of hands-on relational, dimensional, and/or analytic experience (using RDBMS, dimensional, NoSQL data platform technologies, and ETL and data ingestion protocols).
o Experience with data warehouse, data lake, and enterprise big data platforms in multi-data-center contexts required.
o Good knowledge of metadata management, data modeling, and related tools (Erwin or ER Studio or others) required.
o Experience in team management, communication, and presentation
o experience with SQL, ODI, and ETL/ELT.
o Experience building or maintaining ETL processes
o Communication skills, especially explaining technical concepts to non-technical business leaders.
o Technical Knowledge/Skills
o Strong experience with advanced analytics tools for Object-oriented/object function scripting using languages such as [R, Python, Java, KNIME, others].
o Strong ability to design, build and manage data pipelines for data structures encompassing data transformation, data models, schemas, metadata, and workload management. The ability to work with both IT and business in integrating analytics and data science output into business processes and workflows."
213,Cyber Security Engineer,"PowerCom  New Cairo, Cairo, Egypt
1 month ago","New Cairo, Cairo, Egypt",1 month ago,"Full Time
Experienced · 3+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· Computer Science
· Engineering
· firewalls
· Information Technology (IT)
· Java
· Maintenance
· network",Confidential,"Responsibilities:
Planning, implementing, managing, monitoring, and upgrading security measures for the protection of the organization’s data, systems, and networks.
Troubleshooting security and network problems.
Responding to all system and/or network security breaches.
Ensuring that the organization’s data and infrastructure are protected by enabling the appropriate security controls.
Participating in the change management process.
Testing and identifying network and system vulnerabilities.
Daily administrative tasks, reporting, and communication with the relevant departments in the organization.
 Qualifications:
A degree in computer science, IT, systems engineering, or related qualification.
1 year of work experience with incident detection, incident response, and forensics.
Experience with Firewalls (functionality and maintenance), Office 365 Security, VSX, and Endpoint Security.
Proficiency in Python, C++, Java, Ruby, Node, Go, and/or Power Shell.
Ability to work under pressure in a fast-paced environment.
Strong attention to detail with an analytical mind and outstanding problem-solving skills.
Great awareness of cybersecurity trends and hacking techniques."
214,AI Intern,"Barkotel  Sheraton, Cairo, Egypt
1 month ago","Sheraton, Cairo, Egypt",1 month ago,"Internship
Entry Level · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology
· Artificial Intelligence
· Computer Science
· Software Engineering
· Machine Learning
· Computer Vision
· Programming",Paid,"Senior or graduate from an engineering discipline, such as computer science, electrical engineering, or related fields.
Strong self-study abilities and a passion for continuous learning and growth.
Proficiency in Python programming language.
Basic understanding of computer vision principles, algorithms, and techniques.
Familiarity with machine learning models and frameworks.
Comfort working in a Linux environment.
Exposure to API design and implementation using frameworks like Flask.
Some experience or knowledge in embedded systems development is preferred.
Familiarity with PCB design using tools such as Proteus, Eagle, EasyEDA, or equivalent is a plus.
Strong problem-solving and analytical skills.
Good communication skills for effective collaboration with cross-functional teams."
215,GIS Database Manager,"Perfect Presentation  6th of October, Giza, Egypt
1 month ago","6th of October, Giza, Egypt",1 month ago,"Full Time
Experienced · 7 - 13 Yrs of Exp · IT/Software Development
· Database
· GIS
· Computer Science
· Information Technology (IT)
· Software
· Database Management
· Management",Confidential,"Experience: A minimum of 7 years of experience in GIS database management, including data standardization, geospatial modeling, and spatial analysis. Demonstrated experience in managing and maintaining GIS databases and associated software and hardware.
Education: A bachelor's degree in computer science, geography, GIS, or a related field. Additional certifications or advanced degrees in GIS or database management are advantageous.
GIS Software Proficiency: Strong proficiency in using GIS desktop software and data management tools, such as ArcGIS, QGIS, or similar applications. Experience with geospatial modeling and analysis software is also desirable.
Communication Skills: Excellent verbal and written communication skills, with the ability to effectively convey complex technical information to both technical and non-technical stakeholders. Strong documentation and report writing skills are essential.
Data Management Expertise: In-depth understanding of data management principles and best practices, including data standardization, quality control, and integration. Proficiency in configuring and manipulating data to meet specific requirements.
Technology Aptitude: Familiarity with various technology methodologies and applications related to GIS, including database management systems, programming languages (such as Python or SQL), web mapping technologies, and cloud-based GIS solutions.
Attention to Detail: A detail-oriented and analytical mindset, with a strong focus on data accuracy, completeness, and integrity. Ability to identify and resolve data discrepancies and errors through thorough data review and quality control processes.
Analytical Thinking: Strong analytical and problem-solving skills, with the ability to analyze geospatial data, identify patterns, and extract meaningful insights. Proficiency in geospatial modeling, spatial analysis techniques, and statistical analysis is advantageous.
Oracle Certification: Professional certification as an Oracle Certified Professional (OCP) with a specialization in data management is preferred, showcasing expertise in Oracle databases and related technologies.
Data Processing and Analysis: Proficiency in processing and analyzing large datasets efficiently. Experience with data manipulation, transformation, and automation techniques to derive meaningful information from geospatial data.
Teamwork and Collaboration: Ability to work collaboratively within cross-functional teams, including GIS analysts, data scientists, and IT professionals. Strong interpersonal skills to foster effective communication, collaboration, and knowledge sharing.
Adaptability and Learning Orientation: Willingness to adapt to new technologies, tools, and methodologies in the rapidly evolving field of GIS. Proactive in staying updated on emerging trends and advancements in GIS technology.
 Location: 
Riyadh, Saudi Arabia "
216,Senior MEP Estimation Engineer,"Confidential  Katameya, Cairo, Egypt
1 month ago","Katameya, Cairo, Egypt",1 month ago,"Full Time
Experienced · 5 - 10 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical
· Electrical Engineering
· Computer Science
· Engineering
· Mechanical Engineering
· MEP
· MySQL
· Project
· Science",Confidential,"Proven experience as a Senior Software Engineer
Extensive experience in software development, scripting and project management
Experience using system monitoring tools (e.g. New Relic) and automated testing frameworks
Knowledge of selected programming languages (e.g. Python, C++) and the Java/J2EE platform
In-depth knowledge of relational databases (e.g. PostgreSQL, MySQL) and NoSQL databases (e.g. MongoDB)
Familiarity with various operating systems (Linux, Mac OS, Windows)
Analytical mind with problem-solving aptitude
Ability to work independently
Excellent organizational and leadership skills
BSc/BA in Computer Science or a related degree"
217,Full Stack Web Developer,"MRM Advertising  Dubai, United Arab Emirates
2 months ago","Dubai, United Arab Emirates",2 months ago,"Full Time
Entry Level · Creative/Design/Art · IT/Software Development
· Full Stack
· HTML
· Information Technology (IT)
· CSS
· JavaScript
· PHP
· MySQL",Confidential,"Full Stack Developer Responsibilities:
Developing front end website architecture.
Designing user interactions on web pages.
Developing back-end website applications.
Creating servers and databases for functionality.
Ensuring cross-platform optimization for mobile phones.
Ensuring responsiveness of applications.
Working alongside graphic designers for web design features.
Seeing through a project from conception to finished product.
Designing and developing APIs.
Meeting both technical and consumer needs.
Staying abreast of developments in web applications and programming languages.
Full Stack Developer Requirements:
Degree in computer science.
Strong organizational and project management skills.
Proficiency with fundamental front-end languages such as HTML, CSS, and JavaScript.
Familiarity with JavaScript frameworks such as Angular JS, React, and Amber.
Proficiency with server-side languages such as Python, Ruby, Java, PHP, and .Net.
Familiarity with database technology such as MySQL, Oracle, and MongoDB.
Excellent verbal communication skills.
Good problem-solving skills.
Attention to detail."
218,Web Development & Programming Teacher (Suez),"NASS Academy  Suez, Suez, Egypt
2 months ago","Suez, Suez, Egypt",2 months ago,"Full Time
Entry Level · 1 - 4 Yrs of Exp · Education/Teaching
· Computer Science
· Information Technology (IT)
· Programming
· Teaching
· Web Development",Confidential,"Bachelor's degree in a related field
1+ years of experience is preferred
Experience in teaching high school students is preferred.
Proficient in spoken and written English.
Good communication and problem-solving skills
Teachable and positive attitude
Available work location Suez"
219,Senior Full Stack Developer,"Aria Systems  Maadi, Cairo, Egypt
2 months ago","Maadi, Cairo, Egypt",2 months ago,"Part Time
Manager · 12 - 20 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Computer Science
· Full Stack
· CSS
· Angular
· HTML
· Information Technology (IT)
· Java
· jQuery",Confidential,"Proven experience as a Full Stack Developer or similar role
Experience developing desktop and mobile applications
Familiarity with common stacks
Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery)
Knowledge of multiple back-end languages (e.g. C#, Java, Python) and JavaScript frameworks (e.g. Angular, React, Node.js)
Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache) and UI/UX design
Excellent communication and teamwork skills
Great attention to detail
Organizational skills
An analytical mind
Degree in Computer Science, Statistics or relevant field"
220,Web Development & Programming Teacher (New Minya),"NASS Academy  New Menia, Minya, Egypt
2 months ago","New Menia, Minya, Egypt",2 months ago,"Full Time
Entry Level · 1 - 4 Yrs of Exp · Education/Teaching
· Computer Science
· Information Technology (IT)
· Programming
· Teaching
· Web Development",Confidential,"Bachelor's degree in a related field
1+ years of experience is preferred
Experience in teaching high school students is preferred.
Proficient in spoken and written English.
Good communication and problem-solving skills
Teachable and positive attitude
Available work location New Minya"
221,Web Development & Programming Teacher (Alexandria),"NASS Academy  Sidi Gaber, Alexandria, Egypt
2 months ago","Sidi Gaber, Alexandria, Egypt",2 months ago,"Full Time
Entry Level · 1 - 4 Yrs of Exp · Education/Teaching
· Computer Science
· Information Technology (IT)
· Programming
· Web Development",Confidential,"Bachelor's degree in a related field
1+ years of experience is preferred
Experience in teaching high school students is preferred.
Proficient in spoken and written English.
Good communication and problem-solving skills
Teachable and positive attitude
Available work locations Alexandria "
222,Web Development & Programming Teacher (Sheikh Zayed - Giza),"NASS Academy  Sheikh Zayed, Giza, Egypt
2 months ago","Sheikh Zayed, Giza, Egypt",2 months ago,"Full Time
Entry Level · 1 - 4 Yrs of Exp · Education/Teaching
· Computer Science
· Information Technology (IT)
· Programming
· Web Development",Confidential,"Bachelor's degree in a related field
1+ years of experience is preferred
Experience in teaching high school students is preferred.
Proficient in spoken and written English.
Good communication and problem-solving skills
Teachable and positive attitude
Available work locations Sheikh Zayed"
